Source,SourcePath,SourcePort,SourcePortKind,SourcePortIndex,Destination,DestinationPath,DestinationPort,DestinationPortKind,DestinationPortIndex,Origin
"Demux","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Demux",1,outport,2,"Math
Function","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Math
Function",-1,inport,2,pc
"Math
Function","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Math
Function",-1,outport,1,"Product","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product",-1,inport,1,pc
"Math
Function","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Math
Function",-1,outport,1,"1-D Lookup
Table","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/1-D Lookup
Table",-1,inport,1,pc
"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",0,outport,1,"Matrix L","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L",-1,inport,1,pc
"Matrix L","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L",-1,outport,1,"inversion","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/inversion",-1,inport,1,pc
"Lm","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm",-1,outport,1,"Lm in
rows[1,3] & col[1,3]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[1,3] & col[1,3]",-1,inport,2,pc
"Lm","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm",-1,outport,1,"Lm in
rows[2,4] & col[2,4]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[2,4] & col[2,4]",-1,inport,2,pc
"u1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/u1",0,outport,1,"Lm in
rows[1,3] & col[1,3]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[1,3] & col[1,3]",-1,inport,1,pc
"Lm","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm",0,outport,1,"Lm in
rows[1,3] & col[1,3]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[1,3] & col[1,3]",-1,inport,2,pc
"Lm in
rows[1,3] & col[1,3]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[1,3] & col[1,3]",-1,outport,1,"Lm in
rows[2,4] & col[2,4]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[2,4] & col[2,4]",-1,inport,1,pc
"Lm in
rows[1,3] & col[1,3]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[1,3] & col[1,3]",0,outport,1,"Lm in
rows[2,4] & col[2,4]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[2,4] & col[2,4]",-1,inport,1,pc
"Lm","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm",0,outport,1,"Lm in
rows[2,4] & col[2,4]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[2,4] & col[2,4]",-1,inport,2,pc
"Lm in
rows[2,4] & col[2,4]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[2,4] & col[2,4]",-1,outport,1,"Sum2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Sum2",-1,inport,1,pc
"Lm in
rows[2,4] & col[2,4]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[2,4] & col[2,4]",0,outport,1,"Sum2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Sum2",-1,inport,1,pc
"u5","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/u5",0,outport,1,"Sum2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Sum2",-1,inport,2,pc
"Sum2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Sum2",-1,outport,1,"L","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/L",-1,inport,1,pc
"u1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/u1",-1,outport,1,"Lm in
rows[1,3] & col[1,3]","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Lm in
rows[1,3] & col[1,3]",-1,inport,1,pc
"u5","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/u5",-1,outport,1,"Sum2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Sum2",-1,inport,2,pc
"Sum2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/Sum2",0,outport,1,"L","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L/L",-1,inport,1,pc
"Math
Function","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Math
Function",0,outport,1,"Product","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product",-1,inport,1,pc
"1-D Lookup
Table","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/1-D Lookup
Table",0,outport,1,"Product","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product",-1,inport,2,pc
"Product","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product",-1,outport,1,"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",-1,inport,1,pc
"u1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/u1",0,outport,1,"Product1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product1",-1,inport,1,pc
"inversion","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/inversion",0,outport,1,"Product1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product1",-1,inport,2,pc
"Product1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product1",-1,outport,1,"R*Linv","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/R*Linv",-1,inport,1,pc
"Product","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product",0,outport,1,"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",-1,inport,1,pc
"1-D Lookup
Table","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/1-D Lookup
Table",0,outport,1,"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",-1,inport,2,pc
"Constant1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Constant1",0,outport,1,"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",-1,inport,3,pc
"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",-1,outport,1,"Time Constant","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant",-1,inport,1,pc
"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",-1,outport,1,"Matrix L","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L",-1,inport,1,pc
"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",-1,outport,1,"Lm","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Lm",-1,inport,1,pc
"Switch","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Switch",0,outport,1,"Time Constant","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant",-1,inport,1,pc
"Time Constant","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant",-1,outport,1,"Laq=Lad","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Laq=Lad",-1,inport,1,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/In1",-1,outport,1,"Add","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Add",-1,inport,1,pc
"Add","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Add",0,outport,1,"1/T
(T= 1e-6s)","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/1//T
(T= 1e-6s)",-1,inport,1,pc
"1/T
(T= 1e-6s)","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/1//T
(T= 1e-6s)",-1,outport,1,"Integrator","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Integrator",-1,inport,1,pc
"In1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/In1",0,outport,1,"Add","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Add",-1,inport,1,pc
"Integrator","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Integrator",0,inport,1,"Add","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Add",-1,inport,2,pc
"Add","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Add",-1,outport,1,"1/T
(T= 1e-6s)","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/1//T
(T= 1e-6s)",-1,inport,1,pc
"1/T
(T= 1e-6s)","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/1//T
(T= 1e-6s)",0,outport,1,"Integrator","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Integrator",-1,inport,1,pc
"Integrator","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Integrator",-1,outport,1,"Out1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Out1",-1,inport,1,pc
"Integrator","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Integrator",-1,outport,1,"Add","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Add",-1,inport,2,pc
"Integrator","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Integrator",0,outport,1,"Out1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Time Constant/Out1",-1,inport,1,pc
"Matrix L","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Matrix L",0,outport,1,"inversion","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/inversion",-1,inport,1,pc
"inversion","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/inversion",-1,outport,1,"Linv","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Linv",-1,inport,1,pc
"inversion","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/inversion",-1,outport,1,"Product1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Product1",-1,inport,2,pc
"phiqd_SR","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phiqd_SR",0,outport,1,"phimqd","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd",-1,inport,1,pc
"Laq=Lad","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Laq=Lad",0,outport,1,"phimqd","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd",-1,inport,2,pc
"phimqd","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd",-1,outport,1,"Demux","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/Demux",-1,inport,1,pc
"phiqd_SR","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/phiqd_SR",-1,outport,1,"phids phidr","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/phids phidr",-1,inport,1,pc
"phiqd_SR","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/phiqd_SR",-1,outport,1,"phiqs phiqr","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/phiqs phiqr",-1,inport,1,pc
"La","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/La",-1,outport,1,"Product2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Product2",-1,inport,2,pc
"Sum2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Sum2",0,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Mux3",-1,inport,1,pc
"Sum1","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Sum1",0,outport,1,"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Mux3",-1,inport,2,pc
"Mux3","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Mux3",-1,outport,1,"phimqd","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/phimqd",-1,inport,1,pc
"phiqs phiqr","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/phiqs phiqr",0,outport,1,"Product","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Product",-1,inport,1,pc
"Product2","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Product2",0,outport,1,"Product","untitled1/Asynchronous Machine
SI Units/Electrical model/Asynchronous Machine
State-space model/Saturation/phimqd/Product",-1,inport,2,pc
